x,y
458040,2126
489054,120181
5167,488947
17455,46124
231709,166926
427843,176531
269109,293330
307172,203025
21636,76459
18228,436603
199098,326215
272779,293726
246835,227602
344364,27637
196769,82074
218403,158715
20344,483794
3102,135162
121685,360561
294469,271106
49228,270490
363127,175701
465165,424374
11490,83167
276817,390525
41567,249283
146983,28564
385608,357840
246869,227793
469750,183986
6189,54554
211035,163205
159375,172523
150905,407333
396981,423253
277117,170176
274463,189156
230748,422765
296410,134809
9800,57046
75951,79767
116014,316689
108454,101433
75664,331597
303158,141376
50714,433639
263914,219626
377667,370107
77841,464861
112930,215192
242081,144964
352682,138924
249865,302960
449572,396607
296850,315392
28487,476252
82962,345659
437079,258634
197293,179994
194487,195897
178183,387523
88620,342359
394410,256432
265327,67938
459025,234957
298254,429112
484207,17728
437057,218634
452639,265060
200996,440751
364969,218510
104982,182708
87341,10960
24652,413074
72399,133627
252306,22968
320351,302591
93343,422727
445155,127182
51636,76605
389476,159903
26930,439240
205906,37615
126101,394620
95957,356673
116112,404704
280753,164134
325894,139427
457300,396920
492002,250700
368064,124832
169364,273871
375184,473783
413001,414491
205128,66922
357093,127760
101661,198742
30176,443182
107262,457939
305978,246600
390942,300334
88796,15128
292255,216142
259917,348748
29085,404951
487149,69278
132692,172077
160914,335297
309966,180016
76860,280119
116589,316454
155735,354495
72754,81431
141037,482444
132999,417330
408325,389137
113135,165708
260316,463929
356904,21768
105278,447059
494394,413746
195617,176842
436031,115014
268767,70194
295535,83694
180686,222782
376038,454728
287613,181263
25140,147685
155693,224199
269826,357422
124393,84252
58652,331842
482692,242535
83167,457914
146414,407132
256672,266381
417458,354645
435798,83631
173679,124039
201509,464276
187153,370485
459272,408979
85995,68419
168602,434149
401588,24515
59617,282701
329435,62347
141304,394801
198856,94984
98040,22343
392496,498700
236450,154635
222004,374370
145515,386124
170647,212226
234212,251815
432218,417216
155749,31626
155446,411711
425974,193211
139734,400419
250138,391729
237134,293284
379416,360672
203451,364351
327463,499026
57881,438406
161909,76945
275003,311447
63636,269889
163402,114058
220738,118634
432093,12003
92467,403987
231922,459912
384125,323658
461254,5453
259712,370656
91318,204139
138064,22321
238675,327183
169856,384737
109948,167182
422957,193570
79962,314518
118340,395570
83453,278656
150161,403681
461582,121346
316197,206737
177393,387393
179363,36758
132570,242979
148615,303389
424200,477922
146547,235976
166978,3037
824,24375
191565,349704
181597,222691
440935,236420
39023,357187
246563,72074
295493,447858
383969,74144
381583,251784
56489,188622
238971,450532
402116,301226
18883,96875
221080,282639
353046,479690
249886,402956
38273,171064
290817,66681
242042,250071
470324,237669
232777,95193
101073,54571
494676,392830
235914,129058
317733,211707
331310,21939
228250,66615
255706,260678
306376,441296
347800,483189
472749,197147
150841,269410
202225,91464
23723,196516
177112,177763
203671,235100
430951,355606
462713,46247
143120,407180
178365,158956
313243,379792
301779,179029
49907,28148
166126,286714
132075,465231
401022,463480
422219,374302
60520,304225
204219,79498
327743,424398
485450,390154
226754,241263
193531,460319
124914,75682
312589,261565
88013,423202
197958,111274
386188,454615
114363,276607
225973,214731
496574,376683
157726,349629
463589,15831
399007,257166
180467,260580
251922,38873
266661,222577
442378,196128
134555,188888
390189,280449
32576,412984
47472,473383
94104,24109
343501,354429
335366,136827
405539,318621
435703,217322
29291,228903
202286,354411
271250,166029
21901,493561
43352,306795
378205,114555
447587,107796
152506,438790
75137,76167
263421,454399
475992,32417
445927,53917
303148,105292
207207,72045
497708,471732
150153,200687
147513,384218
310940,328990
499381,342914
297021,210349
26499,70343
463045,451149
436097,152815
185516,29867
452863,244729
482872,458998
109851,154258
202342,13726
187514,356294
9140,14296
318724,458484
63528,49150
422493,89787
123169,459411
391964,61072
322584,418660
82634,134994
89874,285162
162104,150900
135077,270892
21853,372825
497092,336994
319499,291583
279977,442484
23693,378321
25982,381185
128671,243872
321704,12955
183402,307852
355441,391919
426587,487933
327089,11618
52926,150638
198679,83927
125532,450217
265497,121262
343086,242349
332406,54342
47453,45963
310052,376611
17112,421969
26748,86251
160657,246461
220606,437066
421940,430228
345985,390069
414661,236939
392923,338603
241653,300001
273354,471416
204193,268816
271869,196563
154535,489336
433250,200487
82949,489532
149292,24783
145232,8392
112288,268410
65934,249135
140700,330223
4208,35380
340005,365706
46864,312734
213324,1187
163203,192783
205181,347760
360218,364877
307427,336577
86619,182079
260987,163305
186263,152788
76563,300348
464072,378556
386367,31348
304201,198874
262744,128974
485266,92209
291953,67921
208206,44348
389624,459374
167162,370874
317956,167619
104093,114054
114017,794
138687,314949
411510,5903
337223,420376
318959,289678
418453,424465
142924,352923
466200,144290
19173,398507
473868,195728
214104,197615
402676,26183
10609,379281
127345,19304
312916,30550
336732,62781
275466,242724
174694,57870
19238,434269
447849,223819
279955,45450
381417,311497
33372,69939
106893,209354
114167,277514
18133,331189
74895,114631
333047,448900
92300,225710
443481,402716
179073,348461
334701,339640
25010,479009
359780,35966
163552,97593
68368,191283
129715,299506
197371,435562
77123,32929
43645,475959
344770,327151
123134,39298
227209,101310
106601,389047
463358,226986
401192,458523
105119,4939
489570,444569
495758,451799
436174,315802
159736,332260
188178,447122
115115,438045
234871,21332
254536,83229
781,121499
91326,158621
224349,304667
169559,161439
250212,10906
355753,1234
33831,340385
428149,314320
10596,237776
273353,38103
454500,237890
287588,46530
499277,259416
344345,194883
271124,27524
260621,197471
339088,12020
126491,111237
281673,360441
358935,204237
368590,257524
427312,326890
409862,475612
171950,334699
361663,145518
392826,362387
173699,171761
93341,374643
227400,497764
492129,51553
99910,240135
33075,160440
104739,262307
259114,465227
400714,245143
160002,450343
335483,396768
115809,413348
388380,418051
74107,394791
157420,53754
30832,230871
194488,262842
261810,311066
377063,322717
16261,125580
41328,116528
8191,183324
37131,242747
181840,74818
220133,276296
428699,391680
213133,176210
473505,40757
214667,492044
193791,85912
186960,341962
454414,253815
180841,339792
197096,166699
269165,480054
485034,257400
141718,335156
248501,494494
120684,257264
391791,312255
109469,326753
344230,268878
140457,140894
64117,111024
480761,348392
440639,269586
363983,125457
448727,156198
294969,31368
422594,363067
15423,358019
105397,268535
68316,138151
219224,351860
129514,440918
467564,347765
335542,475765
472424,152964
28338,273369
17471,415593
479689,130030
97566,174792
305485,4036
449265,286744
361164,136438
481093,318364
432705,292504
206856,432607
162311,79100
41965,16753
486281,471457
139307,450456
273652,160761
274501,231285
112110,26838
132836,454261
441855,282960
240801,89296
128237,413717
338079,420673
174279,120333
20372,343235
332631,136265
481449,384644
39290,74440
114647,225512
219180,303941
230193,470205
167036,424481
303072,202998
60895,205832
485321,275783
255136,74435
348011,141596
410549,19641
47717,467190
482093,388162
404244,82435
189893,497514
261210,390393
151865,212863
12474,57199
380280,284727
358272,144247
300305,195520
229086,264316
493194,321765
64592,189652
83471,468986
156481,111554
191943,179365
280103,199627
448802,151753
270729,15282
120430,406064
149825,455826
95913,129972
336892,348056
209169,321226
58781,199227
188439,33419
154114,366841
467570,132481
400319,65071
485520,97226
209382,429748
301639,447308
425,357619
423210,410037
452150,371171
205623,83438
413792,329348
280877,461084
361918,485752
398203,316562
85069,343356
343283,5270
286289,32962
477693,320206
268985,164621
382760,468039
201151,140103
126843,231362
480559,157474
122634,170236
293311,169289
191748,26072
440349,360546
278281,441034
14023,184964
479161,225411
260786,357807
392072,43220
303470,297163
357069,337153
256609,303488
27642,18820
10960,34895
340645,425243
281021,305389
235973,315183
11465,255162
470041,339650
487610,202593
263234,49428
361944,257198
66224,456497
379890,225382
404282,302682
63710,433320
253543,258703
66365,157855
353898,212887
453532,334784
406219,160299
200695,337095
229919,162405
356248,363272
464729,353824
321597,436596
339802,319244
211128,263851
334820,216400
190607,440184
423341,214012
133764,78989
366319,385995
67631,464251
343260,23985
299816,8526
73326,98471
116033,476708
221501,38512
213295,62056
268969,471718
309001,457839
171959,158182
289864,212558
324089,347189
25327,109270
337478,322317
83141,341902
448969,470569
171709,319019
225269,681
64055,23245
281941,344705
320735,371065
184577,208868
154994,52015
270509,218057
298721,349383
432988,333367
154511,185837
393459,105363
367284,333430
422728,451554
30788,188990
444152,475837
416266,286976
209847,234193
364493,397905
443715,335119
303957,261497
346578,371639
434919,51855
427145,169243
459147,50256
27758,66899
22895,365851
264469,287454
161284,108876
192375,140399
153542,317619
384321,91419
294682,191952
85673,340701
246703,138286
97851,410020
45351,129209
229873,278171
298575,135869
130017,16658
2314,396540
166160,163950
441260,138636
340612,395050
44866,164651
418552,304295
185583,391103
71304,317016
408592,298286
253196,347107
47841,458807
59298,346324
68761,130924
399748,97636
368656,192045
102232,479201
298402,22465
242118,317115
281291,29043
406756,277291
258097,435431
476621,332799
92225,109272
276593,86566
348978,494319
286982,156661
109062,320450
392284,25779
208975,171654
79022,457064
297550,298706
450739,398108
344406,150739
47412,476015
136080,166085
8473,100213
88279,149909
427133,298635
202019,388592
433088,272635
351395,448614
318234,418055
143331,369985
310764,160694
104429,218684
247251,496696
412588,221890
286230,148312
90444,242885
143903,245981
29822,242519
194598,309916
444215,292936
257033,85694
333303,99356
249432,34858
212455,317224
397580,376271
369627,178953
469624,57359
272152,138210
8471,231563
324783,282192
430885,215719
332807,6123
315850,64570
75513,324955
439697,69749
350933,330420
21975,194157
140706,43248
348510,15911
480450,358280
292513,208639
417011,236782
248194,486036
104882,453066
329055,59187
383131,54927
259555,205503
235723,227546
66169,292698
380966,223622
429756,109555
253844,307982
98825,480908
325287,69728
279478,479654
358168,130330
297788,391723
396975,5285
277359,137688
286912,459594
305742,360933
494290,63669
47030,369139
485276,62949
127377,485489
304713,261708
158604,81642
210650,130601
290214,28014
499210,252928
119364,345851
461613,130707
284257,357193
212945,482015
8035,7407
181159,412758
25801,298549
114875,166836
497792,78807
104734,136608
114581,306674
270917,71649
125924,181646
229162,297786
22927,413800
479472,354532
464555,3547
241861,354118
407828,407434
168896,406771
170401,109869
216713,488641
120882,318806
298424,290497
265510,415
434741,481248
127753,410129
139839,192889
42218,455987
205448,303380
78218,193742
350621,314463
331984,119129
262820,3848
89562,338405
233342,75060
12878,425255
116811,217087
413007,238877
29453,256112
253131,452351
127749,354360
61457,112132
170010,376456
119008,341518
393432,441836
187034,218547
293012,445799
195479,272104
158478,25068
41430,191404
118799,196598
111726,275311
159986,436997
139779,56157
128543,199766
190133,159083
3538,9181
347506,448989
232187,92897
333291,326353
425758,311829
238915,227468
147354,222895
350052,405694
446055,290758
144972,441012
451224,311725
476741,462587
412448,74598
451603,404236
444498,308357
186598,108728
271808,194850
306959,58097
435141,230682
211823,391954
78686,259043
486634,197036
490066,339146
231483,350414
485939,93387
326561,115729
353021,334604
129463,176285
330139,329910
242850,167900
101193,392561
31747,240057
148563,143932
65868,395315
35933,497957
187759,43684
293916,450891
119218,46792
166945,210797
358175,498957
330230,305550
318264,485590
116033,203400
493831,292107
397413,447818
308,195233
400680,64176
354832,478754
437680,289118
80365,357528
294726,96536
9840,106267
173372,472160
43295,67732
484810,364845
64789,54061
234420,411780
415317,133432
189992,26422
308411,487769
135396,152054
354765,332272
140724,430101
95888,325127
260985,483644
29271,208820
81381,1125
44054,189483
181858,487190
483766,109636
410514,240284
276385,460388
492274,94848
53788,44074
342712,433352
302005,170745
97915,376365
166226,456637
212497,325299
436968,340124
129619,16299
77677,362778
491997,43489
324069,435112
224562,373922
161977,203691
231709,324399
254215,491141
499250,242294
48370,142562
119378,389747
456249,123584
384269,11427
344965,268315
194466,431584
428764,395381
320514,482974
409940,33823
135475,167264
363329,221543
63248,104344
407694,296830
437550,333210
332970,371524
155481,40155
421434,383025
473596,167563
498893,157667
443360,383532
140813,193888
455372,147950
45008,92647
208619,83625
2830,162903
462731,373238
297677,378555
443777,384235
413977,405008
413993,79793
64271,106005
350123,3266
72088,188494
164826,377060
369587,402773
25463,76061
233675,482493
8114,297683
30376,496292
486000,177665
364321,392085
249576,400695
240591,278007
291239,202831
295036,410902
473491,386759
335258,5932
497837,445600
487441,441323
360271,105682
145296,39689
409013,73930
275941,431593
438137,439841
176167,100610
222230,346522
398064,84590
236718,115575
468937,434705
469255,92728
352413,329604
84816,382834
24239,93917
493121,17992
244808,37149
35872,118313
274696,283094
225984,479749
236126,369878
82724,148333
340435,110196
458818,165574
266208,491830
210850,69290
386751,483164
25125,168891
95071,235085
486339,147365
33330,470205
282188,267663
154241,113367
483632,131805
255839,225709
78619,151077
128986,106457
366552,395371
314126,357006
415990,499612
410611,64000
373672,362467
221431,148205
179014,123180
519,7494
81200,255283
358150,72158
369043,36200
12128,168175
248868,167233
253624,416387
287466,82331
226750,268005
257336,320751
111548,112260
397048,24013
457935,211457
266467,81240
46995,107798
249932,367166
95255,322979
52412,284465
50864,117750
357336,10151
273098,288726
10272,107243
78777,446637
447121,453085
411533,167599
492201,269037
57795,18667
354122,187695
430296,405869
171927,71163
72472,366093
243996,499653
161781,46104
407019,125428
236628,269208
89953,191840
55010,122691
53415,53133
73924,74845
498803,470079
156043,348939
326031,467289
202373,401141
4337,81653
274384,84983
382218,332738
208298,51397
444891,151413
297637,315736
142080,237070
39734,317145
111792,293865
193068,57032
105309,181372
377533,424361
241462,163027
161820,309420
115949,166918
29799,279608
140082,20340
98045,429876
264413,140095
397837,44465
166603,138275
182761,386359
421472,335572
497754,35787
361099,315443
241484,189242
262407,252684
242122,399140
310653,88624
93061,365895
444135,393386
176269,96775
87792,159455
470594,60280
241239,461159
243268,277032
426610,213443
100775,408139
292750,398522
385379,222211
346228,213575
456748,296009
6098,468685
346210,46892
4679,435273
231984,462306
61911,263419
229750,311790
326571,185316
406166,101881
421102,429301
229819,10258
487912,119522
298886,463887
102196,140726
210454,44817
117375,63744
9715,2054
16256,107979
164632,413543
452462,449516
238074,470754
315491,336276
380153,52178
437227,118405
177283,179050
116328,375842
68095,144913
221190,254463
38428,136422
221238,86871
265847,108805
361833,309788
340131,26434
141355,196264
177624,255122
292825,333235
132058,441066
196224,303838
453733,287647
476692,279019
459890,339755
69865,204848
74825,245169
361874,95104
283811,300376
265267,272201
339770,406036
258373,298973
56175,185634
97862,241544
287672,154193
36059,394912
186276,100446
22595,114651
481996,134232
67192,194138
231576,456803
422821,50594
155947,349592
458527,414283
30797,281801
241409,155058
171923,449473
315656,277961
494636,230186
44103,293327
492906,46920
338120,418970
319787,247139
34656,435023
82404,68995
362446,49940
313961,46836
299952,438846
175963,334184
238657,322244
406894,490459
22931,374484
383830,467058
290981,57443
445902,87101
339681,213824
235524,420860
225173,158946
26852,45693
359627,349664
329760,122339
266023,249759
79961,470850
460349,254726
283884,128071
237869,354509
477980,132725
409212,365268
239992,55114
49072,366160
200648,159584
313767,65376
13369,16687
304629,422814
304387,347663
294456,375632
247924,362556
493369,130430
468123,317618
24130,132319
233010,107800
368182,186316
473865,59193
357233,10038
129195,364077
455550,397747
192751,56662
127471,232019
339902,285126
449788,253873
434683,295934
163515,335204
163668,398065
104824,209686
29508,251464
66001,14732
60258,346686
249105,166372
240041,28459
289927,299165
33605,385406
259490,96016
78359,249284
324939,26460
98149,445925
323807,399999
250753,405421
173128,443936
278964,90120
251479,26537
85415,239175
301183,135891
210254,239007
314353,493529
42962,154672
76048,347855
168953,90947
412560,34955
280371,319853
249616,178369
30468,30960
426321,84140
158825,74561
406642,437512
490953,364964
473802,381885
483065,463283
23745,9270
231564,413822
279434,327248
68790,238540
201377,421038
423195,222527
409949,69865
452728,154582
296403,291716
204045,218700
28455,308445
306982,7773
169167,397440
463045,203753
131334,401046
445774,310705
235401,116346
221455,409183
335825,377452
341097,429282
13326,44383
90175,32118
215037,115917
89978,16706
45318,36266
275734,234555
499668,361525
445549,3302
472849,452011
476414,248283
499614,447446
37434,96805
75788,373059
375499,397605
255066,75345
266624,459351
173227,328773
114329,74124
460579,132443
409484,307798
149310,4342
3698,206114
72045,343001
319154,282848
2638,339630
16263,2718
383718,194723
188784,119538
246974,361397
400180,426646
170391,174564
99983,471726
247436,93478
130398,480933
380803,316407
329859,95477
103567,138222
123797,453446
127237,472939
463112,88462
91768,314701
138484,265590
382675,180800
387045,210653
402963,437107
366814,194389
235583,286119
134538,469035
342596,55620
383361,192485
20017,436198
385555,312868
318028,453620
70900,103465
306384,238705
367972,370292
243140,366827
22041,174151
383064,85777
410988,469801
98846,439010
75645,150726
141219,154369
197764,11860
92297,449156
123253,414384
90370,341899
172271,257159
104107,284749
417761,466417
28227,121038
81081,225239
176774,315278
432555,250069
458218,311931
147610,463003
443317,405254
312198,290157
230169,88787
372786,382250
73421,144746
282096,252042
269642,295754
97708,227201
366495,260061
338706,474784
42769,395911
258077,377402
390450,184056
224444,351812
78364,418337
150467,332950
7051,276707
450284,417550
199412,202179
171559,431028
57542,101017
11237,253239
419260,233832
359357,58326
241883,364968
45594,384316
360430,31967
4225,7554
213724,33998
286978,464856
308131,357607
34330,46623
483507,270812
257955,154477
352041,419155
270713,177715
208358,111063
246089,61308
438572,11400
211288,165387
8181,267953
493869,250055
69583,376314
329212,58995
407832,477364
143344,431286
184178,452786
307732,267321
409378,79063
402943,254990
337483,192938
215386,339534
130530,487878
484110,444027
441230,63150
245391,48420
391583,168253
430079,967
127688,256028
260960,376080
291673,263917
379162,864
161949,323524
427365,429417
317325,267638
464820,358197
7311,492425
316542,14919
413615,355723
8426,47609
18775,498078
141494,322884
62382,423280
193124,240510
57163,351658
138306,417246
380981,353278
191316,337851
242553,454307
355776,143186
284838,132478
473686,435814
308328,464886
385466,328802
429279,265961
119024,379226
71611,125565
497346,179824
224854,197614
471440,227570
147566,117254
95413,218944
102622,287692
397043,398347
119705,244659
308218,96697
111618,61298
275706,127462
225834,16084
210786,134308
139975,353414
433492,161794
383789,399758
463943,386955
183307,457147
183096,214150
398981,357943
77870,335963
374922,436600
497929,148917
72209,217750
486439,189666
229557,13560
457874,450807
296874,451559
372681,274320
226298,464356
440618,270134
477761,344213
460729,170618
149377,353978
409935,201789
135235,386718
246753,277938
426635,492585
138764,253851
360150,178290
67034,66256
257587,392914
115988,252286
108251,486292
234213,415819
242158,243272
156230,153848
245644,362135
343307,269472
492780,21872
323817,185565
341980,404193
299906,291434
416534,2625
252111,54658
235804,479754
78632,43367
436304,135717
100083,467263
429938,397278
433351,345977
425110,109494
302972,341582
213281,75926
118322,205538
151552,376929
379482,382217
43781,132132
7398,291647
389094,483269
83599,170837
437123,164453
307052,11231
93909,233891
366046,398658
109897,388614
439133,198021
339761,255841
268474,146228
437881,398273
308739,149265
99889,352342
315045,69585
1192,27068
195819,462458
365818,366373
271332,116472
120032,102884
69827,126678
166661,430008
413120,173343
280025,370804
36476,293201
40671,44359
413921,321242
468289,165133
475144,59154
319875,110193
481044,242741
220565,220669
205884,151355
484129,231808
204966,365462
373189,246138
12463,86472
373563,311783
144935,222526
342643,121062
463897,486092
14466,55108
164424,90630
215636,224842
162356,238745
398012,278912
342108,90212
126541,283804
29694,205206
286561,446539
211034,110565
315318,331387
121269,207048
365881,181859
177272,99954
170650,371503
495256,114956
259999,241835
388625,193869
393268,290731
151308,11384
347072,223830
349408,231058
92852,72685
100532,401311
57820,336699
341698,23065
385496,46458
326200,37419
157348,62847
280216,401200
102066,206500
68287,13891
317978,101329
400962,247618
287208,486757
381684,3812
498163,343334
357252,62100
364398,449347
247395,315594
118007,328611
202244,44132
47885,17068
116220,491622
243967,2897
33641,28619
28384,81273
216975,313606
104214,156872
39389,15706
78801,381548
249967,45106
270745,129094
86476,8381
63008,37267
302319,233226
294870,17367
247203,163549
380348,179429
357383,109675
198064,51500
468561,333527
482119,197473
403759,269993
217976,223813
180776,422920
265557,376852
464769,90836
26165,120266
379196,472706
161421,247025
298555,474325
372893,241259
385058,25717
435910,345464
88154,100207
92857,467493
1554,17673
252811,183249
133600,280576
271045,117309
288614,316064
333303,192208
266671,355775
220748,124324
117560,29846
274873,353456
83179,425597
286831,181875
51591,326818
37169,333274
99228,429830
8831,15534
142482,248404
338704,48541
255305,10527
495646,174883
12858,436119
493819,285780
188989,455463
44290,315529
384804,172654
306441,473669
242564,339895
193970,486403
108148,202776
98272,273854
441519,390404
1446,109244
109747,294765
188507,379448
159179,222905
183786,253867
223978,137664
304614,207894
313870,60096
407163,18254
241252,384604
491743,269508
89450,439831
421640,350192
159503,408361
108759,368601
218647,16829
281458,477412
169787,197415
115311,340535
309101,185764
127467,27305
180889,368463
223355,21544
3910,351613
429178,31462
258972,280599
313762,345216
446528,322002
178998,88812
212987,339948
144987,404831
291257,146244
111302,209561
433164,8534
592,79726
425649,283475
423015,205681
84042,396313
109854,57503
47339,247828
48133,23589
285840,443376
317011,304142
393515,485402
176767,317549
338972,496562
379886,222084
265816,213295
126663,291887
374892,81903
252131,179504
85403,286681
488864,57112
229699,214290
162708,334510
442238,60567
55262,419519
402852,8061
210072,435234
39662,356675
60296,54982
74517,235537
283831,452795
493369,235856
259641,55258
147838,383909
437546,174226
85776,146603
234874,16880
114759,242316
270783,215946
479877,420860
374282,37832
463677,311506
465588,107631
465422,357795
201526,303179
361068,482813
176663,197401
172896,53181
168864,48174
431046,436493
302572,81032
13428,95134
10523,366511
142778,337949
364773,296999
434372,72725
430860,72980
40029,338818
175915,229642
353070,421517
304267,248209
192612,172425
134356,375697
144496,140040
140383,452608
293159,182906
366826,480517
323498,351044
188261,116648
264192,292793
85482,77368
198623,417656
249322,344088
351177,218337
324481,30279
384595,180085
368395,355498
363297,157001
132369,176153
205421,385862
109979,293987
205223,132577
469738,176414
458902,321298
107517,492175
86909,399763
17584,135538
395768,74871
123430,486791
99269,46500
9019,356121
115968,3598
16412,36460
425511,10962
43634,132418
17820,237291
139897,226762
68585,199861
344910,257863
431389,202812
39399,23032
231797,55039
321885,415624
469622,45095
47109,215476
321494,228446
400636,225333
167738,146222
146208,275370
165658,59447
422299,199683
251905,436555
634,212235
375825,18122
95581,371507
155235,497558
61095,319031
364204,87474
155060,286864
266971,406460
137482,241141
115358,148515
154761,397007
55524,405575
348092,327512
355806,398060
142097,39982
173663,90554
207173,75737
403139,414997
394744,428887
62827,330004
16384,450369
19430,498783
331290,281084
131563,195690
415963,226942
413506,389192
172388,410234
206019,373614
344244,328522
490327,285510
287767,340056
484347,253996
78492,152297
486690,281225
390149,311078
489242,374121
271383,446729
300455,234971
91506,53760
408203,239653
48954,170433
66247,198177
296851,376875
14779,488119
77964,474996
347465,200024
401106,305460
153560,55829
480453,229901
428532,215130
350311,270261
469523,321099
56400,418434
173395,335833
49120,137522
474878,286656
446604,150547
22671,151072
295481,260405
285743,404598
276295,247114
470488,128407
29124,89111
438715,45385
330338,32187
355676,380797
162562,181368
141435,185548
266543,345250
102510,311917
406888,386531
315817,359185
206709,288681
401248,415035
178683,202797
147139,152447
276906,55361
39176,306294
12371,75957
430791,310747
399223,80485
339550,387174
375899,474307
126325,54306
233976,487228
28220,170636
268494,33450
426352,168010
178297,90870
446428,289798
130940,461383
332764,431654
279289,380204
111837,141994
271586,471265
368225,284129
490474,62593
370494,168295
308437,30729
97222,173727
328110,397797
439393,333353
204919,231609
356822,67873
108731,167598
103657,316948
484896,73623
357886,373631
262104,48446
241307,369510
105590,294096
297228,188653
154429,97250
141696,482550
19796,81503
194225,44984
289078,124303
321345,103513
431878,497189
120992,221704
41312,73061
333225,150233
323723,229968
191340,393534
37418,371725
59591,41758
167378,158038
114701,335668
459093,439932
155464,478471
331741,281304
127131,161633
209268,429040
427040,91151
291104,185666
194449,159252
280044,218287
75234,59530
290082,145703
289547,490358
340277,372621
122019,465543
386042,440774
39335,416299
378774,182468
187995,150637
491730,185802
288871,65871
346252,279483
113315,155743
228232,433667
361165,76954
88547,420065
18807,179482
474311,271695
77662,89469
440699,471024
301812,460372
485138,355381
252735,323396
493444,344908
76475,140092
57689,324198
458074,318131
469313,408067
163820,289086
188994,4285
215450,146668
488841,294797
375243,310046
362049,53181
358057,398309
52641,258124
378750,477273
143103,181527
132249,255156
469570,395818
250221,228649
23798,239779
332568,269028
119129,428607
160640,81920
495666,277667
446649,451199
179809,82505
184356,10761
475537,429349
100530,402659
118218,148883
243654,123211
53892,143679
121112,496303
368021,328337
231317,243111
314667,240275
11748,424501
482806,251168
358980,32471
43708,497898
295601,445030
284464,135880
363109,328687
205181,413659
176186,130796
307132,138491
215214,480094
178725,318402
141248,497288
86273,17493
281175,218795
357022,485419
31906,482490
453148,439131
61466,36857
125829,181510
359235,74551
487962,339486
467313,221957
56808,431314
22120,221714
38521,2711
87100,362084
12518,188660
241494,402133
323914,133290
114712,374856
52466,186206
415831,479174
15857,348357
44583,205050
445424,347691
452470,407141
69827,292127
195630,116990
219990,188414
217054,293962
201670,151259
189298,432916
443308,227208
141310,266729
51636,482212
178682,316210
327756,402977
389831,106735
206487,273936
419312,227885
306498,377420
367307,387043
408686,304896
426751,177679
182892,347317
471424,471368
317383,179803
163381,97983
93658,225107
140731,398743
3522,273688
432226,194430
184270,340744
402453,173383
493460,428114
109303,249510
25661,210654
303689,165511
315808,293203
211464,257291
471949,266377
44787,389248
447263,320268
448234,338203
320468,34857
393106,404341
221881,298616
387797,46175
177822,79814
55910,218564
100010,229566
263266,225466
36967,90676
468626,57731
324797,370030
265197,45990
470781,480495
28602,161285
60019,24352
152659,498524
147711,75005
11366,118133
125373,114618
7125,410730
463072,16240
93917,254072
317597,38312
170419,253500
71651,277315
26954,475917
359145,365860
219218,286613
11104,180634
203514,6765
47560,396301
400086,158452
455678,298436
37083,445612
113330,143345
373927,435762
300982,253914
14815,160344
323667,316453
355440,390016
177878,209215
204022,54583
290536,49833
117595,349579
346651,130367
82135,256715
410687,258886
43798,235226
21397,389426
259415,252335
160667,209105
270704,33259
81830,461207
142991,225016
392750,71015
382139,471963
348099,184027
109178,317398
456765,310289
74700,310653
13553,434226
157140,438642
349311,134047
174390,152639
282856,457082
478587,181936
14398,5902
466866,72746
360307,440893
243826,369356
128275,255332
154,457056
273838,438604
374713,405406
37709,52880
113065,306078
122790,243078
236757,452759
136715,373100
144924,13593
19804,392145
423054,291972
315325,103901
9075,173730
291714,66493
293163,467912
136774,452527
33072,187684
453371,263462
433847,444931
292796,443610
243542,54082
359231,409424
50975,81519
496454,38082
421002,116284
225652,269226
307410,494686
386748,188080
124789,470024
276469,366510
110431,290623
206443,148348
495104,222202
263311,164412
130521,427801
352750,467556
225815,39294
10846,448900
428790,286860
1685,63475
350438,392346
445012,396059
445867,21268
382945,16189
95326,71407
293138,40482
244401,218023
362693,40831
80016,24503
448493,247779
386467,263955
242022,332513
103920,330821
368042,49813
262525,242659
255100,250837
192435,8778
253281,457237
22846,174681
170062,59831
454705,349996
70589,171981
222598,448082
9817,135532
198723,368142
75769,398063
363608,313671
422794,106565
258597,226764
375172,372536
26841,171240
460478,380283
327989,169789
234558,239567
402766,416673
1384,299442
445425,38418
497720,324388
471585,427094
449643,410295
85373,451571
389751,211891
134685,141224
151420,347748
332762,319814
250290,380577
19405,398735
225793,138521
451823,369865
36207,468251
129664,432671
457715,284162
283684,218101
159753,202779
199015,484773
420895,454901
321281,326043
132460,462788
152981,133705
389152,304114
353683,52808
487895,477859
254366,263564
372391,359971
76359,477570
454456,159278
482360,96264
263891,345595
426797,357737
308307,476582
381148,464469
15544,89049
460053,436505
248571,51158
491909,4799
394492,220356
417589,195365
150039,79571
126543,211058
426677,437261
66272,188795
178398,311579
137689,493329
125132,462002
421135,487140
408986,455768
228483,155704
263036,226295
135964,491522
152681,17788
318288,98303
467922,149420
201794,130609
105846,152741
15845,224855
19758,12108
337918,343464
483268,370104
471047,329388
233857,390841
268624,388567
90051,444166
305921,254531
362573,134563
126362,158760
202296,280939
21019,445787
378280,387040
186431,242849
141145,157676
325923,9838
182168,466386
236517,128030
49422,77718
415943,380270
149175,484454
471859,292632
135889,44420
32921,60810
230448,253297
60851,262466
396366,133175
138857,336584
310688,476659
442064,131688
402051,279261
44814,381034
415733,144533
447385,92368
