views	likes
3117	153
942338	14101
356580	11255
219461	1252
11549	101
178097	7802
778876	14895
25224	2936
303966	31766
581856	24184
341014	35132
74061	6344
317927	2280
91174	536
27592	115
696727	67496
3797	337
3252167	8335
94162	554
32199	1844
67217	1854
198975	18537
57212	631
25615	27
14303	123
101806	394
174537	6136
259124	10886
251072	4767
159710	228
176947	10395
100746	4363
18870	366
719855	17425
187168	2695
269706	20904
282923	4461
81344	2573
93573	2819
12882641	925676
3792093	82197
2566075	133056
1615659	25521
1532390	62045
822218	57423
1124274	17310
638788	9786
3251044	31263
2186786	136330
7678343	433753
346756	46279
1013894	68103
3827793	113849
1655340	34013
4152919	88442
1603127	178664
2364957	269416
4416659	172049
307441	3852
405176	22261
439440	8507
930595	81385
154258	1393
386262	19998
322843	1045
1006587	51320
265626	1241
1299044	5636
959235	25898
335699	23911
1145588	51149
477736	19175
573080	18504
466155	26829
144538	1587
621264	30439
1477199	11736
421740	3594
252295	16400
118896	1280
199221	4099
126383	1493
1249920	5428
6711	22
238195	15336
164112	1226
1896728	8316
459538	2846
419303	4058
1644535	64510
592949	10288
11224966	253674
171902	5513
654607	3191
253517	12729
128155	5240
601620	49940
732370	32452
41751	674
279496	1869
35522	188
259933	2137
2349080	19259
49516	639
177404	543
156007	11110
351203	11737
163245	9436
72323	1293
822906	75800
13324	77
544139	21242
446197	1399
135663	2125
355457	30258
1563849	48841
473556	34091
265638	10051
221990	9440
623562	19283
192809	11045
357808	565
372399	1733
138627	491
89274	597
729185	55605
75145	13520
80	16
176552	608
35917	177
174697	14445
58439	219
3102318	14522
3687374	173849
256016	2665
16169	123
109034	4767
172078	9163
337534	3459
579923	16021
194280	15778
188551	2419
328766	4511
87887	6575
818943	77692
843202	30471
811391	42281
716861	51191
89144	3890
786832	47231
930053	19177
15747	1228
322092	2125
3307126	12990
171522	7306
93981	4614
258581	1586
263540	7570
181486	5404
7447	248
1199360	10756
146260	1413
948061	18862
139618	7397
38864	284
241176	22900
98360	3822
364938	519
77884	814
532077	4320
80395	694
5200	434
806934	29222
461473	29501
391952	3423
128257	531
82487	1691
20555	233
699448	22240
590582	35604
58510	870
17384	211
636145	7739
33935	127
432110	4829
161276	2194
2129020	145406
85688	2867
401082	14653
598848	13930
96830	2322
881668	27759
17584	50
17584	50
155012	10211
213752	20283
59	https://i.ytimg.com/vi/ix9GNmWq8bQ/default.jpg
413357	1544
214987	4812
424796	13217
332682	10545
350608	28398
86017	585
480905	12999
242305	14568
1234695	48622
2742118	15135
226756	14863
741099	5699
1236811	112469
53029	3582
1108364	0
635456	18264
585791	72138
105684	618
549993	33082
74577	680
193485	10172
74342	4739
1365468	2936
15880	680
389573	9134
225140	3243
1168729	80838
37354	361
6393	209
39486	471
327452	17592
35008	1507
112884	4360
308677	12403
61009	1563
819794	54181
247755	14109
158478	1723
38975	2287
142234	1386
296922	26686
23983717	1326435
5482906	129480
2868217	138927
1506456	46271
5061758	105350
1015641	32725
1577527	22101
2582986	81485
1722568	76680
3089699	152780
167770	1826
938915	13069
166716	758
2732181	136938
1236958	18598
1423945	83210
2516253	147587
4259707	37943
881760	61749
885801	59790
1349067	19305
522338	22337
1863090	122570
4203082	385175
408334	18589
5121889	148290
266509	1954
625474	20074
1090753	41683
957701	2386
214514	495
2005577	200650
288234	2463
2618284	51303
1534856	98462
555304	32901
534746	16126
83744	148
457910	17587
36570	1937
1652767	70988
229141	2068
221281	1112
182864	2156
362987	14460
339615	10932
4996794	178275
155120	15941
546101	27483
443497	22618
467302	24224
358602	26822
1605040	113710
206651	4584
281695	22755
1792542	65178
810207	4008
135392	12591
239817	17308
238630	5802
281928	1328
480190	23010
249535	31466
611827	29670
148485	11207
112744	6301
18512	313
248177	9192
1065550	27563
735271	20786
87832	11371
429789	21412
92433	1059
463237	3307
152530	5998
389810	16990
120483	9359
231927	18819
84597	1373
590449	4696
855163	44668
106964	7207
62085	278
1560172	5228
185766	10733
548077	20854
1920643	9526
5316	65
134429	887
1332152	5733
816760	12252
23460	393
926118	3893
357767	1897
1568526	12319
147800	3895
272595	12901
147627	871
270440	24439
536628	4740
291082	9583
374033	16337
995264	6366
116225	9292
2013904	70625
65705	290
10319	97
52336	259
48235	4812
18484	489
63026	4107
407866	22697
373216	2839
141880	538
131818	5784
122906	2729
52029	2990
158281	14302
141852	1638
851330	35075
68846	1878
435990	15644
20596	216
189043	11261
9256	42
362170	33978
239494	8706
438139	17445
116160	11330
347229	1940
1354670	5799
249600	18155
295492	3615
330112	13244
338701	21155
629536	41539
110104	4844
439481	2411
207200	2897
82844	2870
305739	16269
220099	14703
74896	4456
16799	1930
52544	140
71474	876
394732	3966
563	190
195796	2551
89808	4146
43210	2721
22589	293
61521	3907
22173	23
3201	100
2315	44
152032	8138
2901	26
65	4
460468	17033
12189018	265648
137411	7071
490727	16552
68513	2751
427270	21584
356369	7014
24476	1446
141142	3184
181538	3499
262946	6366
260820	2648
364669	832
92888	681
5874	710
88567	488
197033	1667
4679269	27863
24094	534
415802	4568
82	https://i.ytimg.com/vi/ezC031_Sntw/default.jpg
165383	1893
812691	8571
56512	690
865840	48488
24086	203
60089	204
119435	1508
279951	10973
207944	604
74879	248
87203	254
224936	13151
119159	2920
52458	2486
319539	10226
892545	28200
9583159	190741
31680160	1510625
4124183	170301
2036668	53053
405461	3548
3071682	104694
5547553	114335
289644	793
373913	2977
2198337	26913
282923	1469
263998	1386
900526	31450
774516	6436
4006311	172185
330944	20871
3038222	87501
113632	187
202278	849
1188510	15845
604300	10566
3696718	240637
445994	24690
832446	7995
356098	11036
1718638	84164
536407	14961
359183	28376
2202524	29330
30056	103
94167	3010
861390	24479
579680	21342
202804	1539
1285353	19013
1312724	80710
299265	412
157455	1215
517427	8533
68800	242
302280	25370
1536700	87115
2832739	139165
242931	9236
140558	1676
2307298	137871
1287514	44698
212385	1225
167957	3544
2809720	156806
275059	16388
5025835	42367
170303	546
384012	7210
75229	125
300960	15407
232627	12474
4834678	418086
307462	9264
922146	61087
319216	1400
432611	2184
55337	415
6128376	174711
1458961	8271
344874	631
141793	5830
464348	18648
319747	2205
574444	52794
311591	16008
491712	5088
1890103	106617
15417	84
600598	13638
281956	4372
2292152	216765
227473	858
337905	2766
275024	1600
533804	17934
631843	39279
235247	12311
1027658	60506
54513	2377
64144	341
742624	19129
1827260	75838
1628997	86583
350828	39773
1444988	89685
716185	32482
268079	8401
540864	20818
74605	158
542763	25771
152286	1113
456793	12645
1166906	10119
300629	14704
611652	35021
2389842	136074
277060	25153
147362	3448
318056	4514
184153	15234
586807	0
104282	3476
85424	2138
1927437	86955
183204	2171
241966	563
144919	535
366094	25819
517	77
257791	4410
192296	15421
292150	14250
591472	25667
2130508	10082
785573	31080
31464	311
150917	1406
22922	1102
64864	4759
137	https://i.ytimg.com/vi/nWr9i_rlK1I/default.jpg
24968	215
23060	2253
703043	51486
75407	6922
8560	441
155388	6216
471380	27799
2366	https://i.ytimg.com/vi/-OIHmKSBAPM/default.jpg
389038	2287
863114	57925
108410	974
114832	4420
134799	6547
57418	440
98423	784
62595	4628
91951	695
260763	9624
69141	2454
1026190	49456
113920	358
107049	697
31240	161
508784	61066
2170775	73044
1639893	5462
3644	134
704630	4796
5434078	182699
811601	108516
1163819	3726
142134	7360
737229	52879
231120	4518
35275	50
134264	6804
436199	12259
2124598	57682
1236331	94876
545196	23528
5108	51
684803	31114
213771	2909
349870	28289
287383	1339
152724	10591
3549	229
169849	12338
31387	30
63229	1831
231923	17510
138037	692
251638	11009
932715	36262
352201	5576
699697	22403
441666	18614
267298	4244
208263	12975
88321	2981
654161	20013
146850	5084
251213	3402
270798	1477
87195	7079
36	https://i.ytimg.com/vi/ymKFpf904JE/default.jpg
495519	5079
154339	5571
695117	5281
127780	11954
90	84
483819	27127
37728802	1629947
12405277	225071
1813225	62152
435399	7232
1090221	12353
305901	6968
831781	77216
5108543	189410
608929	2270
2330403	56586
220480	3420
1139706	31985
294447	5193
611924	4754
3894819	117864
63554	15
150333	2446
491501	26821
2155637	173524
563254	7843
60285	246
703614	6828
334922	975
1357584	9762
5869057	120173
1071973	22877
506223	2954
10051	583
679554	42681
2041414	84518
1034185	34017
325117	1593
369656	25613
896730	16771
1044982	15874
1648982	24625
6898125	282307
507945	12897
110928	705
623516	39439
953806	7631
817456	19727
93365	2976
616089	29958
21481	122
217900	1448
4655253	184275
349662	12846
105629	232
498688	745
1037372	68202
100815	1143
131341	184
529878	31991
710977	82613
3279622	90666
58657	457
104543	4800
418121	15084
1402440	18023
2011486	94131
1121655	3614
697291	96345
585933	36043
383889	19864
635474	9159
1048249	0
683676	848
9812	89
77005	4482
201997	14871
1018300	27029
291067	22188
735218	18940
67245	2596
2644799	33787
340539	1708
27910	176
232573	572
178910	1936
223529	7478
179948	4909
204738	9153
221661	893
522888	21911
33004	439
142940	1025
29361	236
207217	1348
205996	11591
188776	13185
366725	15633
482898	2268
1836341	45771
644679	22070
547552	11454
962221	16683
793689	10248
2732903	11524
2599612	147077
104903	3270
71546	495
208843	4930
411594	3310
359076	12031
241886	909
334397	27029
780	110
110142	473
25953	16
1312261	19146
226	28
133842	2220
656235	8006
2248	16
149315	2981
568894	17202
1614447	89741
424884	2051
457321	11494
2762928	16654
951072	4659
26519	182
931841	31652
1433938	85185
69300	3023
672071	2800
421965	33030
2416034	22005
158530	2842
383120	18338
110249	885
1165189	70195
127871	23671
1826719	14723
24046	699
324676	24718
0	0
95001	830
6927	182
183980	16325
175035	27054
575851	21510
5296906	439165
2921359	160246
139935	9422
2058185	81696
612898	14919
604928	20036
342779	19738
35389	560
871	57
365814	14836
37713	163
40058	1516
232	https://i.ytimg.com/vi/nWr9i_rlK1I/default.jpg
410635	16906
232236	13782
1231688	34221
310929	679
187226	6940
288930	9140
326704	44098
84557	599
58045	1009
609222	17400
1438356	44287
621635	60719
271232	13727
363638	17595
150914	5645
303323	1161
312893	999
356951	10453
768342	26922
1300	80
134692	570
358484	2374
358176	750
2168179	112543
190409	6789
36603	452
347120	9662
162634	1512
48275	249
28070	586
16959	419
90276	5422
127869	9939
22715	1208
398345	3119
1822519	105066
96476	116
381487	1238
297588	31340
3189905	71364
784022	5910
2592824	28133
95791	736
3527331	82220
1277473	99038
227688	946
718171	4760
14409910	247120
1586169	38256
1691139	15184
409938	2497
339564	6030
636635	2431
81201	321
1161355	57785
1711525	7716
192042	29165
552560	38348
707379	33977
360875	38218
43067983	1717177
292499	3119
6042547	205754
935866	39467
167821	6454
80806	40
2055743	153455
361775	1054
145520	1604
235948	9376
94780	332
399912	36492
276549	3971
391448	7257
268248	7151
267014	1923
530	61
750767	5453
178809	12775
2584751	54060
3935393	92768
3257549	34529
655051	19960
2571955	190018
511984	15861
803264	3734
2990169	98284
756051	42117
535150	2634
296853	20679
534507	28108
4366666	125009
510630	31900
250971	1557
418152	12899
861666	110022
1224346	9685
584010	76437
1092990	18134
102098	2457
38554	1165
39358	2654
963058	47853
1619662	10777
1491617	20628
156794	927
18266	106
132893	766
1257354	25617
168262	6100
228010	4455
104845	1124
522088	49569
104247	9144
127183	800
67540	478
468108	19525
93014	3827
105317	473
166037	910
1351871	121514
12740	618
426545	13149
371155	4838
1039343	50244
1306196	78138
77246	250
285527	1424
545838	2739
265833	26919
154061	9568
53	4
77940	1262
348233	1735
565039	13554
36287	363
706508	42319
28605	1352
69461	0
244106	569
8353760	295999
95244	3708
148030	534
121455	5959
129383	5795
1016525	7972
255068	1205
652824	19446
265298	17714
6062089	123467
750505	2904
120133	150
33143	30
44474	1454
842192	32441
261033	2563
3594	258
56348	979
5263337	192996
96639	266
72567	301
690818	5988
498441	32229
311298	39084
280580	2743
44029	59
448209	3390
20868	472
854229	45948
67366	856
53251	271
5236	517
213617	4017
241634	1536
168122	7205
2884	59
29692	704
424062	28250
156669	8020
140079	717
120889	4335
53055	1041
427135	39283
312649	9083
147565	199
310151	1944
26670	1100
210101	2865
311892	2342
214167	19914
731954	9661
2410559	16816
17617	180
967452	1051
196594	30742
146061	5807
283153	16816
145742	10076
96451	4119
3406602	92356
166278	14028
25	https://i.ytimg.com/vi/iJ3xdfyIn5w/default.jpg
2176483	99090
71223	269
235920	10622
1393767	30404
75746	2071
87461	5549
284214	660
69708	4815
107291	688
1213017	0
162239	1109
747950	13799
80647	2367
90790	2051
83321	503
79924	2826
177043	6185
501513	11702
183863	5915
47514	1254
221	271
131250	1144
354986	18446
11476	99
757091	53319
96648	8521
275679	2099
989669	4470
426937	21053
29408	2057
220719	5209
40088	343
104551	174
726453	48242
6857215	129654
976546	20721
1796354	260160
2444922	47713
2729389	28440
1778328	24853
1589297	16708
1467488	74666
2048788	103017
3492111	188444
1721172	10906
811755	11707
1556038	22896
350481	3857
310102	4485
500658	8108
1673927	70749
1881659	43113
1875654	56332
1638522	52244
1735553	52447
246022	1179
372902	5969
570150	2584
434730	9537
419935	19958
564515	26005
291698	6547
4435027	108169
4350448	59558
363350	6462
257493	2052
148899	5497
23630	375
249493	21687
1054594	27044
104407	3839
191953	6434
3352597	18320
490426	13459
1740172	18556
9763	351
549511	11169
346337	17253
147985	9185
2277099	229614
258148	22697
1407751	52032
316092	2296
1314250	2136
184733	15919
5657263	294794
1657434	110174
268097	19257
961034	25080
129753	295
202272	2478
953710	90466
309575	22093
125433	1727
8117	183
470922	8664
465954	15239
50104	65
1081065	4014
91278	2450
62537	388
81422	1315
16636	1211
3248948	34318
191407	3373
2959136	18813
218242	13683
64973	6445
1525769	62570
154099	878
197002	5936
1859307	119100
88951	552
416724	46141
994633	17514
326221	17935
429513	358
628203	39983
3141738	11880
394574	18493
569340	67667
1086906	6543
374661	4668
630611	54893
114276	2169
132520	9602
67	6
409477	28357
261884	1277
127582	5633
1308503	113391
564978	507
842348	6544
56759	1038
93187	602
221145	6790
585140	22689
78112	3372
13197	143
354626	12776
336257	12571
52008	1849
241967	5733
83680	610
2807029	94274
111380	6113
114829	11493
27664	3855
240451	16050
1250222	19061
226706	3694
340899	8959
299177	2722
177313	10339
169604	13705
4509055	521798
428269	20975
20059	144
243384	8679
278544	3925
272262	10418
1353	https://i.ytimg.com/vi/Jt3QMZzT8HQ/default.jpg
151235	2354
91212	7676
529616	15632
517244	10037
112090	5583
284884	22439
439810	1091
38262	653
192909	2343
1722102	56636
158167	2519
871120	2235
1334121	142964
703210	21874
282841	7015
358954	7980
48708	231
490471	1846
314049	12692
610966	23220
82167	305
490449	3286
396391	22254
129797	2113
546964	4573
164462	1275
1060215	23631
765436	40047
367170	8885
196732	9549
136250	7601
42348	234
1816834	40593
186439	509
255925	1531
735267	38757
999910	126366
185967	2686
169483	3832
344391	28092
254284	2665
585239	4450
37468	211
401497	21733
159554	365
154230	11354
13646	118
88122	501
359562	6372
373261	16560
25626	2231
323205	6683
849652	16337
201384	18691
121952	11947
153094	15840
75546	315
141597	18717
336926	13983
112544	785
432421	10839
866639	41095
34515	307
60864	4052
484229	38303
947578	6800
411816	43469
3456702	150088
14089954	1065794
263357	4151
1710666	18761
1482774	171013
1701612	25066
1526	165
689334	8974
1371144	19143
5247220	528411
720285	5515
4058571	374368
377602	4165
1288281	145913
1092763	29810
1438970	33975
490320	6634
1913509	97490
2701996	91647
604443	49612
1122598	12919
2005138	174009
3965995	72212
6458048	270622
311157	1982
530592	6197
396804	10285
193926	2311
259927	5828
319698	6474
439372	17772
460715	5224
560605	15451
304456	3459
671110	60740
428718	16712
498	90
586174	25393
644795	9978
119851	3473
785343	2676
1486773	153973
663683	24004
346077	6916
2865089	29078
1450215	24665
1640847	71923
193887	4074
80760	1319
909074	32556
734156	23717
605932	16106
87317	3084
1343337	4976
567657	29060
60936	566
95468	525
21594	583
481791	56286
2215553	142409
732750	105859
704527	3188
2093716	113118
1856287	25149
3841519	195719
198999	11198
198677	6984
722558	29631
73026	249
291220	6488
7500652	136078
1460595	57041
1851728	11338
185536	1150
43076	532
408717	7003
226365	18669
61489	1249
378639	910
171358	4060
190613	3643
627673	10112
705368	29402
1970231	57889
365855	2159
1941244	76808
282161	3350
79544	264
904259	31843
414705	13746
24037	558
835987	43240
675796	21666
792828	18439
2125207	44744
369712	29140
254982	13088
103423	1248
1007	21
334860	24988
120233	471
513272	66488
16824	276
108915	5915
456614	35834
172835	632
1991881	38853
13277	70
111811	729
23359	721
26004	55
62264	2138
451409	36761
141093	13080
28995	509
154458	8356
62906	332
1956042	56985
187209	1249
454207	3621
140165	9630
180073	6793
358568	11687
177922	7270
11991672	412821
95820	1096
702388	59235
474626	38514
504934	2377
436642	16469
145925	537
397275	14008
254084	8395
519654	22262
137699	759
117560	3714
48005	388
618492	2350
337863	1538
251032	8096
384699	26554
145805	1824
41165	1766
88922	3469
772927	14015
145026	1139
252687	2411
1867718	24836
184977	4745
7572742	134864
948030	93783
840955	41073
328789	25200
13397	434
776846	13889
299872	719
35811	719
80403	1055
405597	21473
947354	5758
464260	6599
980896	27074
40977	1735
41556	270
148230	1206
158673	2309
234975	7542
91807	5041
329056	2023
437650	3250
158629	6750
108638	1429
27688	1840
2327128	132796
346318	43017
683394	10244
1741236	17808
7294891	69628
79065	5291
246922	14970
792858	62050
321123	7495
71701	3669
52815	504
24505	1325
112077	5279
215416	8675
1179146	28435
130855	13056
195517	1563
349028	5711
3645376	20806
3077931	24391
2297749	62245
221313	17634
305023	9854
2058320	20045
175988	6930
23198594	1404641
4462805	186028
2707826	250442
9974517	747603
2583424	25747
2137879	215148
2571	330
3070517	157850
971839	15654
2186990	29224
1206569	7355
913496	10912
2541103	258941
1748932	24401
1990171	36211
11415854	377034
1076739	6752
804637	17493
5144910	420501
219205	2496
830612	24313
512535	2171
1831555	38766
816933	70414
1654919	142887
200524	4003
337519	16230
491082	8771
641004	22021
622774	8130
469310	12130
1845344	21645
704099	32392
366065	1781
133420	2164
1250213	35126
269690	5347
236686	2632
5316244	91130
350577	549
279318	2912
372699	23818
372812	6128
2044950	102198
1960	70
273209	18603
346576	5846
191719	2038
659125	52083
1006161	80029
2967169	95270
872759	2869
2285434	26877
332689	7350
354000	15324
332653	6761
28326	49
265139	9832
114333	10362
611812	6736
10602	198
519008	9320
241647	759
165797	772
353024	3741
49124	422
117304	470
288537	14544
332496	4668
537119	13514
716427	18611
137359	1311
789585	17038
2083841	45693
34439	496
2158219	185638
393318	12039
63610	106
269898	5628
581902	4754
58691	513
867669	19930
755653	11153
498241	15480
426494	6622
1038656	31066
199	106
469540	5276
1343515	7723
306409	1830
1279768	45674
848455	80168
218953	10521
2106162	82239
713888	22657
1155666	144716
303784	3974
235759	14477
448412	8446
99878	8358
396805	11956
198195	8801
556	77
473990	22914
271263	1618
848764	19656
2433491	7980
1070692	36503
3991	8
411405	3234
820128	28900
276312	2142
61101	2119
977818	4374
441159	11864
682383	10819
155770	3945
546909	18871
89657	4276
2622999	130215
108746	6272
27016	671
555596	4095
987910	12309
295319	1888
1630627	26094
1131991	40867
102168	254
165852	12920
231379	18527
114	25
155172	1439
116185	620
17061	48
634760	7963
110010	3650
193720	5135
1832829	13951
43506	339
167670	973
629994	6007
69036	4677
1106260	4016
61442	5363
143300	6919
417297	4972
147703	4039
606382	11596
108799	7104
133016	1561
459763	32378
700901	1393
465473	40304
602301	30124
108437	5559
315219	12756
115794	6578
208362	1225
82008	2087
60984	343
804554	90193
1152923	55876
409990	12966
754670	11906
125094	9812
48691	550
2077838	59604
4009691	198635
602409	41922
823000	31817
809510	71594
814962	24241
180201	978
646746	85462
49848	0
114404	8346
108029	913
174725	7515
305156	9684
126659	7983
369192	3010
65042	395
274505	13792
43263	3155
1464	25
718190	70684
38619	564
267135	6600
230507	1858
7878889	139666
17265	1298
601314	28315
312599	24394
148983	8913
2448502	44434
557189	42325
222188	10644
29743367	1574079
5217561	206109
2011949	28587
1330559	72994
14352100	914999
802845	12405
304135	1137
3031902	266980
3192370	29781
1501227	119256
1284781	98463
2348594	100065
2410999	232441
726399	51183
3294	454
4196683	259387
539281	20361
4303341	190530
3954942	344105
1988542	9984
926471	3053
889448	16957
48301	95
554984	17561
1629369	9198
137181	1284
1156524	95666
2437565	267405
1407618	50085
2449088	31084
684303	6297
1121261	6736
1046158	11883
904258	17126
308901	18272
865400	36401
944475	1373
15834441	446956
1189865	20769
2306555	38736
1085085	28091
42084	63
1426193	87615
214052	14325
1066329	21331
148595	887
6126993	452741
314901	8614
2074253	41379
106480	993
578240	29256
769347	24823
371033	10890
1862300	57094
465590	4486
20561	299
145182	5177
343356	27742
575818	18111
99560	311
665709	25774
190798	1806
220651	3012
579996	9866
438388	12625
634707	14299
1973176	27412
16763	73
2716369	207522
327388	2603
488098	7554
4945042	75205
107638	733
248	103
2562500	29439
103428	6749
111650	147
173987	3456
386447	17536
114300	6298
225344	4267
167078	7299
31307	536
691171	8670
1289258	154330
174824	5409
2750645	27355
94977	2492
413022	1908
1589260	39780
554315	9430
62003	2147
872496	13013
242908	7147
82728	478
2713	97
97500	5146
169	53
474551	18968
224431	6487
439356	6850
24520	132
155	26
361269	1798
327420	31705
292525	5628
21580	614
319769	23534
233697	10038
175161	2399
798567	36646
365	189
1137294	15262
231308	14945
137786	4438
58994	2384
89543	3500
141768	15425
2452830	16315
551800	22074
453147	8234
2120670	104713
417888	14523
17178	338
492750	2287
501470	10224
966305	30055
221031	5158
164175	7899
285425	10733
405921	11507
186447	13496
22998	76
688387	53228
159126	9035
657381	15835
668347	9086
78034	4605
6483912	105582
521434	31985
96537	6180
359218	1165
105762	0
933187	2952
2498732	10514
968116	41998
3105892	96767
7778	184
294014	5435
43766	2150
89016	2285
379393	14220
69491	456
249	16
1690118	21291
288	44
485013	6396
787060	26567
75532	332
312734	3077
178579	1787
664591	7178
223862	2273
31516	742
170991	1763
0	0
184825	4226
1024305	21675
173291	8470
268269	11569
280795	1903
46664	379
104380	634
1085437	84336
17	4
108967	386
1454233	99762
68452	4310
330732	5285
236762	1188
22447	186
18738	76
609475	10390
641418	14459
385859	1088
787096	20102
651707	4156
1935381	14112
29719	2186
383123	3916
150809	8676
131338	8846
388304	28733
1948919	25894
480216	2129
34708457	1681449
2542806	34289
223338	2143
3248447	160931
5764719	216867
1793505	88110
1097545	28325
2231257	148497
34644	318
1390338	101544
465097	14148
6094691	319405
1653091	84276
18483417	1057011
1181893	61258
837814	27761
161837	2024
607054	65289
2906985	113408
3479682	31734
1298228	28955
1051	145
3183416	273992
858502	35457
172469	4654
503948	12487
322669	1352
1105694	67991
2548486	240244
1480212	13261
144826	7880
1266079	54775
4830829	203914
340298	22205
3992	554
1101278	3454
364730	35082
44	https://i.ytimg.com/vi/q8jZtp0PjoI/default.jpg
467593	12072
318743	36691
112272	819
953717	11803
1676192	27625
2440452	11646
1640333	116704
62210	112
573630	15694
541491	2910
1585037	53876
167369	1560
263266	1333
570863	22730
204494	952
34034	40
496033	14825
2716575	13843
817620	18969
2998343	295533
796203	64086
5974	215
264183	7535
392920	3665
491552	11536
446363	3624
1311677	44889
1338730	22026
132250	1410
255497	357
220603	11381
1295436	36833
1337943	33533
25896	548
158269	1018
791453	6986
20220428	507793
89222	4095
678478	43918
101363	317
326704	40421
2661642	32313
114129	882
120378	5410
2233469	10654
855972	3767
167693	728
2309842	22948
1005762	17938
619102	15352
423598	46324
1113253	42862
32	https://i.ytimg.com/vi/QsucrIz_RTg/default.jpg
4202295	89265
1304219	32166
63454	2020
5136175	46044
3709089	34607
299	97
2431405	39960
831353	19474
1296733	24475
276959	6743
358355	12122
216796	400
167175	2705
48589	301
36399	489
2068116	61091
1596428	91918
507962	31889
536030	7614
402079	4743
30484	1043
40	9
415002	9217
122061	5300
236715	15092
111378	794
86291	511
287616	1085
470310	19642
32	5
146324	1224
7091239	94451
224119	20983
323367	2217
21140	56
223522	3614
111572	693
435002	22456
3259095	224943
774323	16401
339914	12554
185461	694
630543	30667
25006	192
1937	97
2195411	42671
1174711	5859
650784	10993
112090	347
50459	2129
273489	3443
1262	47
275517	17313
246417	6399
7299063	46775
95702	3688
2446	195
68028	763
279131	20865
69538	1851
99668	4364
760407	6018
96081	290
251481	11110
25193	359
467779	39094
222080	4120
61100	959
22066	2139
189211	4552
140627	663
138932	8295
2149866	29771
977910	3162
38528	429
1371901	159631
149831	20193
3226905	36006
21533	88
119558	2772
410230	44927
99412	2289
107872	1513
135160	11766
97158	130
408394	18181
3592	127
66759	219
604784	9768
448106	6172
240231	4383
114016	1763
202389	5454
6934675	472947
87604	621
65182	228
126632	6582
1754618	8266
44630	2858
255076	3903
79578	2599
17466	112
2796125	58605
2318060	239148
116297	971
996294	70117
2454887	30241
303335	3546
574118	2522
648239	16391
57866	3706
869784	35419
2918806	165230
1394092	33982
953860	3014
966723	141203
4637858	193092
413305	3549
232882	960
1369246	46125
817676	14254
2761070	36036
1266895	21883
190587	2189
217345	22675
1734472	78583
1257407	61500
3154858	118909
922316	85419
1893717	91192
2602398	158581
208340	1930
892245	6627
922569	30062
762725	89226
7543621	362004
307358	11999
357345	22743
169522	12057
167460	1055
318761	1363
646682	6978
3396247	46483
38629167	1752164
262975	7156
969752	67529
42482	45
1340	214
21748916	1147342
2829312	15025
62736	960
499527	14112
1020860	32411
469232	1315
534444	52925
446241	13218
1675220	40091
104399	3502
368572	2292
157831	1169
	
1441481	79446
22296	132
2405786	16585
1995546	16631
6074583	222639
590267	13074
1701487	29708
775708	5646
333835	11228
80672	279
1015839	21124
692514	36462
324525	5527
1285754	81077
2141381	63206
154285	4900
820630	18539
463549	1490
7223	104
341129	3735
379233	5102
393477	33616
296	74
757370	3698
673227	19293
60228	1340
398892	3029
4748449	97506
151387	1099
171121	543
45	8
315776	48936
2471	1084
345227	3509
150194	508
20669	81
810366	18992
2643362	78392
137243	457
6508	163
1432158	15051
103579	290
62146	2110
32	2
138	61
69951	2898
2625882	244375
1318556	89644
76751	2077
815	113
885511	4015
13008	270
349575	1649
301075	3900
154457	4039
781163	17956
1124458	104369
4496	610
1064653	7220
567335	22239
24938	85
337568	2114
2377613	53856
152030	2224
395609	490
109353	8685
80821	420
157226	6713
170328	1231
283655	1396
134032	6288
192988	8432
405780	2264
206455	954
149826	9123
289056	5915
183924	16871
169566	13768
242879	1167
4426071	370750
526418	4303
9189	57
194549	13523
1687353	56047
111810	1168
2763024	12929
37170	227
157768	10045
585617	35461
101027	9020
295322	55802
1082333	10295
347427	13517
151660	3269
180657	1698
95679	9060
169187	4797
549201	12463
2111	114
634161	67202
50883	803
55282	274
67767	117
237993	23613
3288942	308038
126133	7431
67731	1449
1716425	119296
84930	1231
182657	1902
61668	772
799093	49505
22614	928
483210	39654
205812	456
199239	411
1250500	6290
88651	3448
710054	39776
16108	417
77016	315
165494	3487
688715	61823
6718583	128369
307490	8713
127168	4676
93622	346
449039	9583
63939	2195
255936	9480
33570	2212
53555	3330
296197	8092
18145	64
53600	3126
3624449	26324
4566672	90438
4071232	343271
2835938	117837
160380	1377
383743	12154
1418316	87300
2027554	53910
341472	1026
1671864	24359
5943255	216166
364336	4212
1937898	209445
470762	38397
866367	23214
79541	4429
2718113	31461
3851506	192189
342625	2804
1367416	78895
765666	33262
820784	12641
1163769	86111
1448694	135017
4802685	57261
1710332	39248
623782	2699
1567399	49698
451150	3777
771703	39282
267110	2719
750593	20313
150342	1425
264010	12317
321574	8401
1509757	25805
891157	89944
1151001	66380
4688285	109646
348464	14530
1378719	8992
478570	26808
175611	1289
381361	9626
1245679	63512
82953	83
360208	12310
1036988	32023
1316227	62977
555758	19252
69252	2496
355996	39531
444836	31323
3294424	122220
3448296	27363
676340	3249
230422	14732
410284	14011
154190	1506
1064009	110994
2851205	36668
584584	3986
188223	4868
2816711	14054
570280	833
2954794	163263
	
1350166	81063
196012	6462
1956306	92863
8669309	390174
695257	70217
862838	8564
71876	686
1700526	103579
161263	2647
635	109
587373	3019
407487	13226
